#Base,Mean,Median,Lower Quartile,Upper Quartile,10th Percentile,90th Percentile,ID
70-74,35.656126920179574,38.0,36.0,38.0,31.0,"38.0
",SRR25023305_2_val_2_fastqc_2
75-79,35.55628213659603,38.0,36.2,38.0,31.0,"38.0
",SRR25023305_2_val_2_fastqc_2
80-84,35.259458637010056,37.8,35.8,38.0,29.4,"38.0
",SRR25023305_2_val_2_fastqc_2
85-89,35.29875609407513,37.8,36.0,38.0,29.4,"38.0
",SRR25023305_2_val_2_fastqc_2
90-94,35.39281401723895,38.0,36.0,38.0,29.4,"38.0
",SRR25023305_2_val_2_fastqc_2
95-99,35.05353881846516,37.2,35.8,38.0,27.8,"38.0
",SRR25023305_2_val_2_fastqc_2
100-104,35.19769982920998,37.8,36.0,38.0,28.0,"38.0
",SRR25023305_2_val_2_fastqc_2
105-109,35.13863449784142,37.8,36.0,38.0,28.0,"38.0
",SRR25023305_2_val_2_fastqc_2
110-114,35.01663689907654,37.0,35.4,38.0,27.4,"38.0
",SRR25023305_2_val_2_fastqc_2
115-119,34.681483519027516,37.0,34.6,38.0,26.4,"38.0
",SRR25023305_2_val_2_fastqc_2
120-124,34.947782750187116,37.0,35.4,38.0,27.2,"38.0
",SRR25023305_2_val_2_fastqc_2
125-129,34.67172714787701,37.0,34.6,38.0,26.0,"38.0
",SRR25023305_2_val_2_fastqc_2
130-134,34.33910802846772,37.0,34.0,38.0,24.8,"38.0
",SRR25023305_2_val_2_fastqc_2
135-139,34.87545143175101,37.0,35.0,38.0,27.0,"38.0
",SRR25023305_2_val_2_fastqc_2
140-144,34.461002644909826,37.0,34.4,38.0,25.0,"38.0
",SRR25023305_2_val_2_fastqc_2
145-149,34.60732127006521,37.0,34.6,38.0,26.0,"38.0
",SRR25023305_2_val_2_fastqc_2
150-154,34.49790216019326,37.0,34.4,38.0,26.2,"38.0
",SRR25023305_2_val_2_fastqc_2
155-159,34.348226143479785,37.0,34.2,38.0,25.2,"38.0
",SRR25023305_2_val_2_fastqc_2
160-164,34.637300302067,37.0,34.8,38.0,26.4,"38.0
",SRR25023305_2_val_2_fastqc_2
165-169,34.502437621440606,37.0,34.4,38.0,25.6,"38.0
",SRR25023305_2_val_2_fastqc_2
170-174,34.53094338809905,37.0,34.8,38.0,26.2,"38.0
",SRR25023305_2_val_2_fastqc_2
175-179,34.75270077177858,37.0,34.8,38.0,27.6,"38.0
",SRR25023305_2_val_2_fastqc_2
180-184,34.306334882768496,37.0,34.2,38.0,25.6,"38.0
",SRR25023305_2_val_2_fastqc_2
185-189,33.73357661322352,37.0,33.6,38.0,23.8,"38.0
",SRR25023305_2_val_2_fastqc_2
190-194,33.95711151898517,37.0,34.0,38.0,24.0,"38.0
",SRR25023305_2_val_2_fastqc_2
195-199,33.58902717483139,37.0,33.8,38.0,23.2,"38.0
",SRR25023305_2_val_2_fastqc_2
200-204,32.117543250039226,35.4,29.8,37.4,20.8,"38.0
",SRR25023305_2_val_2_fastqc_2
205-209,29.468120106597333,33.2,24.2,36.6,11.8,"38.0
",SRR25023305_2_val_2_fastqc_2
210-214,29.788783556826836,33.4,24.4,36.6,14.2,"38.0
",SRR25023305_2_val_2_fastqc_2
215-219,31.20130248183649,35.0,27.6,37.2,16.2,"38.0
",SRR25023305_2_val_2_fastqc_2
220-224,28.07467202609657,32.0,21.8,36.6,10.2,"37.4
",SRR25023305_2_val_2_fastqc_2
225-229,26.047906261683387,28.4,17.8,35.2,9.6,"37.0
",SRR25023305_2_val_2_fastqc_2
230-234,25.472132669539455,27.8,15.2,35.2,9.2,"37.0
",SRR25023305_2_val_2_fastqc_2
235-239,24.266915827891854,25.8,13.4,34.2,9.2,"37.0
",SRR25023305_2_val_2_fastqc_2
240-244,23.983072086569898,25.0,14.4,33.6,9.2,"36.8
",SRR25023305_2_val_2_fastqc_2
245-249,24.72299541176559,25.8,16.4,33.6,9.6,"37.0
",SRR25023305_2_val_2_fastqc_2
