#Base,Mean,Median,Lower Quartile,Upper Quartile,10th Percentile,90th Percentile,ID
50-54,34.809026736511,37.0,34.8,38.0,27.0,"38.0
",SRR25023043_2_val_2_fastqc_2
55-59,34.697301309963436,37.0,34.6,38.0,26.2,"38.0
",SRR25023043_2_val_2_fastqc_2
60-64,34.85546099592184,37.0,35.0,38.0,27.0,"38.0
",SRR25023043_2_val_2_fastqc_2
65-69,34.727567534343436,37.0,34.4,38.0,26.8,"38.0
",SRR25023043_2_val_2_fastqc_2
70-74,34.93359280256655,37.0,35.0,38.0,27.0,"38.0
",SRR25023043_2_val_2_fastqc_2
75-79,34.85859067276923,37.0,35.0,38.0,27.0,"38.0
",SRR25023043_2_val_2_fastqc_2
80-84,34.800601635301945,37.0,34.8,38.0,27.0,"38.0
",SRR25023043_2_val_2_fastqc_2
85-89,34.842318863708165,37.0,35.0,38.0,27.0,"38.0
",SRR25023043_2_val_2_fastqc_2
90-94,34.581727429464266,37.0,34.6,38.0,26.2,"38.0
",SRR25023043_2_val_2_fastqc_2
95-99,34.639240045482005,37.0,34.4,38.0,27.0,"38.0
",SRR25023043_2_val_2_fastqc_2
100-104,34.445429785635156,37.0,34.2,38.0,26.0,"38.0
",SRR25023043_2_val_2_fastqc_2
105-109,34.659078987547154,37.0,34.4,38.0,27.0,"38.0
",SRR25023043_2_val_2_fastqc_2
110-114,34.263201011195655,37.0,34.0,38.0,25.4,"38.0
",SRR25023043_2_val_2_fastqc_2
115-119,34.295012533520996,37.0,34.0,38.0,25.0,"38.0
",SRR25023043_2_val_2_fastqc_2
120-124,34.420010357160436,37.0,34.2,38.0,25.4,"38.0
",SRR25023043_2_val_2_fastqc_2
125-129,34.31978159174827,37.0,34.0,38.0,25.2,"38.0
",SRR25023043_2_val_2_fastqc_2
130-134,34.41976743981328,37.0,34.0,38.0,25.0,"38.0
",SRR25023043_2_val_2_fastqc_2
135-139,34.49444672805422,37.0,34.2,38.0,26.0,"38.0
",SRR25023043_2_val_2_fastqc_2
140-144,34.494367444997906,37.0,34.6,38.0,26.0,"38.0
",SRR25023043_2_val_2_fastqc_2
145-149,34.554410017001686,37.0,34.6,38.0,26.8,"38.0
",SRR25023043_2_val_2_fastqc_2
150-154,34.21340466826028,37.0,33.8,38.0,26.2,"38.0
",SRR25023043_2_val_2_fastqc_2
155-159,33.660197698769835,37.0,33.4,38.0,23.4,"38.0
",SRR25023043_2_val_2_fastqc_2
160-164,34.43143050146747,37.0,34.0,38.0,26.4,"38.0
",SRR25023043_2_val_2_fastqc_2
165-169,33.975436432778295,37.0,33.8,38.0,25.2,"38.0
",SRR25023043_2_val_2_fastqc_2
170-174,34.47418762189651,37.0,34.4,38.0,26.4,"38.0
",SRR25023043_2_val_2_fastqc_2
175-179,34.73025911265405,37.0,34.6,38.0,27.8,"38.0
",SRR25023043_2_val_2_fastqc_2
180-184,33.636723658314516,36.8,33.0,37.8,25.0,"37.8
",SRR25023043_2_val_2_fastqc_2
185-189,33.8788967179436,36.8,33.4,38.0,24.0,"38.0
",SRR25023043_2_val_2_fastqc_2
190-194,34.336477017931976,37.0,34.0,38.0,26.4,"38.0
",SRR25023043_2_val_2_fastqc_2
195-199,33.98015369966029,37.0,34.0,37.8,24.8,"38.0
",SRR25023043_2_val_2_fastqc_2
200-204,33.293144285525806,36.6,33.2,37.8,23.6,"38.0
",SRR25023043_2_val_2_fastqc_2
205-209,32.608331156353344,36.2,32.4,38.0,20.2,"38.0
",SRR25023043_2_val_2_fastqc_2
210-214,25.76482151142543,35.0,23.0,37.333333333333336,7.666666666666667,"37.666666666666664
",SRR25023043_2_val_2_fastqc_2
215-219,9.748535988635169,NaN,NaN,NaN,NaN,"NaN
",SRR25023043_2_val_2_fastqc_2
220-224,10.726666666666665,NaN,NaN,NaN,NaN,"NaN
",SRR25023043_2_val_2_fastqc_2
225-229,10.636363636363637,NaN,NaN,NaN,NaN,"NaN
",SRR25023043_2_val_2_fastqc_2
230-234,7.270129870129869,NaN,NaN,NaN,NaN,"NaN
",SRR25023043_2_val_2_fastqc_2
235-239,2.0,NaN,NaN,NaN,NaN,"NaN
",SRR25023043_2_val_2_fastqc_2
240-244,16.295238095238098,NaN,NaN,NaN,NaN,"NaN
",SRR25023043_2_val_2_fastqc_2
